Trajectories
100
,,Edgar Vergara:LASI,,,Edgar Vergara:RASI,,,Edgar Vergara:LPSI,,,Edgar Vergara:RPSI,,,Edgar Vergara:Placa PI1,,,Edgar Vergara:Placa PI2,,,Edgar Vergara:Placa PI3,,,Edgar Vergara:Placa PI4,,,Edgar Vergara:Placa PD1,,,Edgar Vergara:Placa PD2,,,Edgar Vergara:Placa PD3,,,Edgar Vergara:Placa PD4,,,Edgar Vergara:Placa MI1,,,Edgar Vergara:Placa MI2,,,Edgar Vergara:Placa MI3,,,Edgar Vergara:Placa MI4,,,Edgar Vergara:Placa MD1,,,Edgar Vergara:Placa MD2,,,Edgar Vergara:Placa MD3,,,Edgar Vergara:Placa MD4,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
781,0,21.8012,217.6,888.092,232.57,169.257,918.463,38.2039,70.9487,999.073,118.34,48.9305,1010.23,,,,,,,,,,,,,,,,,,,,,,,,,-41.5138,166.167,907.346,-42.8054,190.759,630.018,-19.2903,197.146,480.342,-43.3523,167.846,319.362,260.734,114.775,964.646,279.068,77.0224,644.451,235.762,31.4366,520.506,190.02,-96.1673,482.508
782,0,23.9631,217.827,888.743,233.921,168.814,920.11,38.3422,70.9357,998.459,118.871,48.368,1010.36,,,,,,,,,,,,,,,,,,,,,,,,,-40.0002,167.22,907.511,-41.3446,191.166,630.18,-18.4255,196.639,480.636,-42.3935,167.495,319.562,262.196,113.681,966.2,281.635,79.5945,646.054,239.399,34.9715,521.184,195.65,-91.8057,477.569
783,0,25.8399,218.785,889.728,235.741,168.308,922.259,38.7771,70.9222,998.245,119.275,47.8261,1010.46,,,,,,,,,,,,,,,,,,,,,,,,,-38.6207,167.757,907.296,-39.9686,191.377,630.49,-21.2635,196.732,478.491,-41.6319,167.203,319.841,262.954,112.836,967.874,284.626,82.0892,647.707,243.784,38.6,522.116,201.239,-87.5265,472.736
784,0,27.4579,219.467,890.503,237.198,168.224,924.074,39.2004,70.9249,997.843,119.749,47.2149,1010.72,,,,,,,,,,,,,,,,,,,,,,,,,-36.5962,168.061,907.59,-38.6909,191.552,630.974,-17.0419,195.244,480.891,-40.7219,166.842,319.764,264.197,112.068,969.786,288.226,84.5017,649.863,247.964,42.5374,522.717,207.576,-83.3102,467.716
785,0,29.3975,219.724,891.192,238.989,167.789,925.947,40.0038,70.8663,997.643,120.324,46.6941,1010.76,,,,,,,,,,,,,,,,,,,,,,,,,-34.8074,168.435,908.372,-37.0322,191.32,631.408,-15.8471,194.359,481.247,-40.3865,166.244,319.696,265.25,111.472,971.341,290.928,86.7535,651.346,252.507,45.7357,523.28,214.314,-78.5262,462.021
786,0,31.169,220.46,891.929,240.228,167.614,927.78,41.2374,70.6168,997.764,121.133,46.1194,1010.89,,,,,,,,,,,,,,,,,,,,,,,,,-33.177,168.861,908.407,-35.7164,190.898,631.629,-14.7376,193.309,481.756,-39.3991,165.278,319.877,266.881,110.628,973.128,293.981,88.4399,652.868,256.708,48.8648,524.007,220.789,-73.8389,456.254
787,0,33.0628,221.157,892.765,242.239,167.1,929.293,41.9967,70.6016,997.485,121.656,45.7872,1010.91,,,,,,,,,,,,,,,,,,,,,,,,,-31.7907,169.173,907.805,-34.7999,190.427,631.96,-14.2615,192.15,481.506,-39.4331,164.017,319.862,267.87,110.051,974.724,296.936,90.5398,654.422,261.522,51.8023,524.779,228.088,-69.1216,450.996
788,0,35.094,221.31,893.278,243.578,166.872,930.768,43.1928,70.5704,997.292,122.691,45.1474,1011.35,,,,,,,,,,,,,,,,,,,,,,,,,-30.0652,169.801,907.828,-33.6032,189.429,631.915,-13.3749,190.407,481.779,-38.3698,162.969,320.18,269.408,109.13,976.319,300.272,92.2448,656.133,265.414,54.3082,525.47,235.06,-64.0619,445.681
789,0,36.9458,221.64,893.797,245.676,166.609,932.59,44.4869,70.404,997.203,123.362,44.7613,1011.38,,,,,,,,,,,,,,,,,,,,,,,,,-28.3107,170.045,907.697,-32.6035,188.599,632.166,-12.8774,188.881,481.907,-38.168,161.607,319.909,270.488,108.504,977.543,303.336,93.8949,657.65,269.923,56.8681,526.007,241.682,-59.1155,440.504
790,0,39.1011,222.014,894.453,247.17,166.494,933.986,45.5356,70.4074,997.122,124.64,44.2407,1011.31,,,,,,,,,,,,,,,,,,,,,,,,,-27.0065,170.471,907.892,-31.2907,187.453,632.329,-11.8157,186.756,482.138,-38.4143,160.225,319.557,272.195,107.882,978.828,306.553,95.5361,659.119,274.01,59.0911,526.779,249.237,-54.27,435.676
791,0,41.258,222.827,894.838,249.281,165.981,935.131,46.8202,70.2378,997.033,125.85,43.7123,1011.46,,,,,,,,,,,,,,,,,,,,,,,,,-25.5169,170.649,907.527,-30.3456,186.365,632.409,-11.1755,185.191,482.404,-36.4459,159.01,319.512,273.757,107.343,979.857,309.712,96.8487,660.506,278.351,61.2352,527.617,256.004,-49.0741,430.858
792,0,43.4035,222.943,895.354,251.013,165.721,936.143,48.9202,70.0538,997.203,127.016,43.1934,1011.32,,,,,,,,,,,,,,,,,,,,,,,,,-22.8295,170.858,907.993,-29.2866,185.546,632.788,-10.4211,183.564,482.446,-36.9785,157.776,320.181,275.418,106.406,980.638,312.493,97.9012,661.737,282.138,62.8865,528.078,263.165,-44.0163,426
793,0,45.7306,223.065,895.967,253.168,165.362,936.927,50.3387,69.7574,996.862,128.696,42.7234,1011.04,,,,,,,,,,,,,,,,,,,,,,,,,-20.9126,171.075,908.393,-28.1426,184.752,632.89,-9.68894,182.258,482.652,-36.0408,156.527,320.565,277.037,105.847,981.095,315.451,98.455,662.606,286.255,64.2848,528.615,270.803,-39.3634,421.44
794,0,47.9557,223.129,896.222,255.451,165.019,937.795,52.0569,69.4643,996.476,130.225,42.1573,1010.84,,,,,,,,,,,,,,,,,,,,,,,,,-18.6707,171.241,908.463,-26.8991,184.17,633.155,-8.56958,181.252,482.995,-35.3097,155.871,320.858,279.181,105.143,981.749,318.055,98.7895,663.459,290.083,65.366,529.006,277.71,-34.4107,416.276
795,0,50.2356,223.133,896.633,257.314,164.703,938.297,54.7188,68.9598,996.898,132.037,41.7386,1010.49,,,,,,,,,,,,,,,,,,,,,,,,,-16.3922,171.129,908.319,-25.7099,184.084,633.52,-7.49926,180.523,482.766,-35.2852,155.442,320.569,281.221,104.286,982.109,321.159,98.8724,664.193,293.849,66.1422,529.309,284.265,-28.9322,411.795
796,0,52.7052,223.286,896.86,259.77,164.083,938.648,55.5956,68.8012,995.549,133.875,41.1809,1009.85,,,,,,,,,,,,,,,,,,,,,,,,,-14.274,171.37,908.332,-23.7196,184.045,633.935,-6.70411,180.17,482.629,-34.7124,154.959,320.501,283.008,103.641,982.149,324.056,98.6723,664.691,297.546,66.8124,529.21,292.121,-23.8448,406.9
797,0,55.2312,223.477,897.296,261.981,163.494,938.721,58.7389,68.2503,995.979,136.073,40.5307,1009.43,,,,,,,,,,,,,,,,,,,,,,,,,-11.6844,171.348,908.386,-21.7291,184.018,633.928,-5.61862,179.653,482.99,-33.5291,154.515,320.736,285.543,102.931,982.161,326.896,98.2271,664.381,301.343,67.3596,528.943,298.98,-18.1315,402.326
798,0,57.1183,223.472,898.013,264.459,163.323,939.054,60.7323,68.0052,995.27,138.207,40.0061,1008.48,,,,,,,,,,,,,,,,,,,,,,,,,-9.263,171.608,908.286,-19.7968,184.354,633.843,-4.16701,179.3,482.937,-32.4627,154.229,320.755,287.53,102.144,981.877,330.141,97.9855,664.465,305.579,68.2579,528.371,306.548,-12.7025,398.057
799,0,60.0385,223.372,897.861,267.04,162.939,939.158,62.7076,67.7101,994.306,140.356,39.3876,1007.71,,,,,,,,,,,,,,,,,,,,,,,,,-6.78031,171.521,908.26,-17.713,184.475,633.756,-3.13624,179.629,482.742,-31.3854,154.261,319.974,290.172,101.497,981.413,333.699,97.677,664.348,309.709,68.9674,527.828,313.609,-6.93069,394.18
800,0,62.6973,223.206,897.927,269.726,162.55,938.692,65.6965,67.0343,993.756,142.711,38.7917,1006.43,,,,,,,,,,,,,,,,,,,,,,,,,-4.32145,171.454,908.06,-15.5612,184.845,633.708,-3.49653,180.496,481.315,-30.5712,154.361,319.804,292.686,100.856,980.895,336.791,97.6263,663.753,313.906,69.7279,527.105,320.946,-1.16984,390.696
801,0,65.189,223.125,898.03,272.18,162.325,938.31,68.3309,66.3285,992.794,145.599,38.0154,1005.34,,,,,,,,,,,,,,,,,,,,,,,,,-1.59182,171.299,907.885,-13.3908,185.236,633.792,-0.265101,180.858,482.299,-29.7399,154.698,320.803,295.597,100.106,980.072,340.208,97.7125,663.241,318.403,70.9361,526.24,328.339,4.80877,386.763
802,0,67.8761,222.928,898.243,275.216,162.141,937.843,71.0826,65.6936,991.92,148.367,37.3656,1003.93,,,,,,,,,,,,,,,,,,,,,,,,,0.87863,170.896,907.762,-11.2938,185.789,633.856,1.53731,181.316,482.54,-28.7436,155.285,320.924,298.282,99.5945,978.917,343.946,98.0411,662.456,323.049,71.9874,525.083,335.887,10.8661,383.613
803,0,70.4072,222.546,898.351,278.1,162.044,937.228,74.4184,64.722,991.188,151.615,36.6205,1002.61,,,,,,,,,,,,,,,,,,,,,,,,,3.6089,170.261,907.726,-9.35285,186.14,633.548,3.03691,182.62,482.419,-31.552,155.734,318.984,301.649,99.257,977.754,347.947,98.34,661.737,327.616,73.2494,523.932,342.715,17.0521,380.582
804,0,72.9655,222.387,898.833,281.014,161.995,936.289,77.7637,63.8561,990.297,155.262,35.8494,1001.06,,,,,,,,,,,,,,,,,,,,,,,,,6.41052,169.776,907.64,-7.08891,186.738,633.298,4.64695,183.691,482.56,-26.9159,156.849,321.195,304.924,98.8448,976.153,351.871,98.8192,660.806,332.173,74.4942,522.851,349.084,22.9843,377.757
805,0,75.7176,222.043,898.913,284.277,162.136,935.265,81.5401,62.8544,989.206,158.999,35.1701,999.551,,,,,,,,,,,,,,,,,,,,,,,,,9.28635,169.26,907.883,-4.69119,187.462,633.299,6.22012,185.267,482.373,-26.8547,157.659,321.067,308.283,98.6055,974.508,355.709,99.2735,659.589,336.756,75.5092,521.764,355.54,28.8078,375.148
806,0,78.4445,221.766,899.133,287.796,162.422,934.386,85.2634,61.9169,987.776,162.895,34.6372,997.483,,,,,,,,,,,,,,,,,,,,,,,,,12.4308,168.694,908.113,-2.51651,188.388,633.448,7.83467,186.478,482.302,-27.7878,158.476,319.672,312.172,98.5159,972.692,359.828,99.6558,658.339,341.428,76.6515,520.65,361.605,34.4158,372.42
807,0,81.2291,221.502,899.285,291.341,162.67,933.156,89.2832,61.0757,986.558,167.334,34.1438,995.942,,,,,,,,,,,,,,,,,,,,,,,,,15.7273,168.054,908.181,0.0221462,189.008,633.54,9.34476,187.825,481.853,-26.1455,159.434,320.479,316.106,98.6236,970.946,363.508,100.356,657.233,345.518,78.081,519.18,367.681,40.3582,369.797
808,0,84.239,221.026,899.239,295.055,163.54,931.71,93.7152,59.9839,985.497,171.665,33.7114,993.937,,,,,,,,,,,,,,,,,,,,,,,,,19.0684,167.255,907.992,2.42333,189.155,632.955,7.98207,189.532,479.733,-24.2855,160.321,321.073,320.079,98.9392,968.917,367.582,101.039,655.494,349.92,79.654,517.3,372.769,45.9905,367.405
809,0,87.4481,220.489,899.208,298.865,164.292,930.084,98.4428,59.0466,984.403,176.591,33.046,991.971,,,,,,,,,,,,,,,,,,,,,,,,,22.4731,166.639,907.795,4.76551,189.574,632.707,13.1539,190.729,482.164,-23.573,161.542,321.043,324.205,99.4299,966.603,371.585,101.997,653.436,354.304,81.3837,515.095,377.081,51.3743,365.035
810,0,90.7959,220.051,899.416,302.534,164.766,928.326,103.037,58.0532,982.996,181.794,32.7197,989.667,,,,,,,,,,,,,,,,,,,,,,,,,25.9283,165.883,907.661,7.20504,190.483,632.556,14.6619,192.827,480.85,-21.6209,163.057,321.737,328.741,99.8709,963.911,375.473,103.427,651.099,358.501,83.8889,512.753,382.506,56.1051,362.248
811,0,93.8469,219.336,899.037,306.319,166.006,925.992,108.152,56.8109,981.632,187.176,32.288,987.141,,,,,,,,,,,,,,,,,,,,,,,,,29.4943,165.017,907.887,10.041,191.444,632.193,16.1875,195.095,480.366,-20.2032,164.61,321.441,333.086,100.693,960.877,379.516,105.411,648.444,363.373,86.5471,510.16,387.479,60.1777,359.489
812,0,96.6684,218.722,898.917,309.938,167.008,923.585,113.185,55.4243,979.783,192.812,31.688,984.649,,,,,,,,,,,,,,,,,,,,,,,,,33.1849,163.866,908.032,12.8221,192.721,631.514,19.2854,197.791,480.604,-18.7416,166.647,321.44,338.098,102.043,957.868,383.243,108.083,645.861,368.286,90.6257,507.145,391.87,64.2269,356.712
813,0,99.7187,218.044,898.891,313.722,168.069,921.011,118.502,54.0656,977.941,198.511,31.2773,982.102,,,,,,,,,,,,,,,,,,,,,,,,,37.0298,162.542,907.974,15.4506,194.411,630.805,21.1765,200.42,480.291,-17.6083,168.442,321.701,343.265,103.045,954.188,387.414,111.243,642.912,372.725,95.378,504.371,395.353,67.1165,354.457
814,0,102.641,217.272,898.647,317.259,169.452,918.62,124.264,52.7795,976.431,204.548,30.7901,979.317,,,,,,,,,,,,,,,,,,,,,,,,,40.6942,161.09,907.768,18.3143,196.359,630.759,23.579,203.722,480.304,-16.1948,170.568,321.675,347.955,104.312,951.175,390.505,115.595,640.381,376.784,100.581,501.825,398.505,67.9769,352.664
815,0,105.769,216.618,898.399,321.397,170.502,916.105,129.973,51.5239,974.361,210.679,30.488,976.743,,,,,,,,,,,,,,,,,,,,,,,,,44.5281,159.724,907.316,21.0414,198.229,630.61,25.2545,207.034,479.584,-14.9708,172.612,322.144,352.777,105.491,948.4,392.878,120.293,638.025,379.873,103.917,499.266,402.059,68.118,350.186
816,0,109.188,215.827,898.378,325.405,171.622,914.425,135.409,50.3489,972.1,216.256,30.1265,974.085,,,,,,,,,,,,,,,,,,,,,,,,,48.5043,158.173,906.802,23.7685,199.754,630.251,27.6503,209.963,479.732,-13.981,174.927,322.343,357.774,106.99,945.944,395.445,123.864,635.702,383.232,103.366,496.838,404.625,69.2216,347.633
817,0,112.17,215.052,897.548,328.792,173.049,912.998,141.743,48.9582,970.853,222.026,29.9662,971.815,,,,,,,,,,,,,,,,,,,,,,,,,52.4586,156.481,905.753,26.1764,201.199,630.421,29.3942,213.033,479.239,-13.143,177.034,322.246,362.455,108.262,943.832,398.107,125.512,633.969,386,101.909,495.1,406.219,70.3876,345.349
818,0,115.49,214.353,896.947,332.738,174.045,911.8,146.067,47.9354,967.528,227.331,29.6902,969.929,,,,,,,,,,,,,,,,,,,,,,,,,56.0735,154.858,904.868,28.8468,202.005,630.161,29.7811,215.735,477.69,-11.9943,178.939,322.851,366.966,109.358,942.188,401.905,125.894,632.494,388.408,103.739,493.899,407.596,70.9783,343.176
819,0,119.008,213.744,896.706,336.794,174.849,910.885,152.258,46.7724,966.284,232.645,29.4144,968.403,,,,,,,,,,,,,,,,,,,,,,,,,60.0559,153.584,903.538,31.3864,202.59,629.486,33.3664,217.893,479.004,-10.3414,180.806,323.466,371.306,110.281,940.954,405.257,126.31,630.839,390.791,106.266,492.027,408.861,72.1741,341.731
820,0,122.26,213.306,895.919,340.595,175.59,910.323,157.215,45.9948,963.719,237.598,29.2543,966.985,,,,,,,,,,,,,,,,,,,,,,,,,64.0328,152.534,902.233,33.9367,203.175,629.141,35.6963,219.821,478.697,-8.84714,182.207,324.043,375.668,110.997,939.748,408.461,127.581,629.146,392.845,108.005,490.735,410.117,72.5148,340.405
821,0,125.879,212.687,895.623,344.177,176.338,909.602,161.991,45.0906,963.587,242.291,29.0261,965.985,,,,,,,,,,,,,,,,,,,,,,,,,67.8547,151.618,901.518,36.7163,203.273,628.647,38.0188,221.105,479.124,-7.19596,183.611,324.645,379.476,111.729,938.928,411.854,129.395,627.817,395.349,109.343,489.46,411.199,73.5324,339.619
822,0,128.807,212.213,895.381,347.743,176.938,909.113,166.537,44.5506,961.844,246.86,28.8139,965.219,,,,,,,,,,,,,,,,,,,,,,,,,71.6844,150.962,900.628,39.4379,203.563,628.611,40.3553,221.789,478.949,-6.0198,184.093,324.876,383.389,112.271,938.253,414.853,130.352,627.167,397.874,111.113,488.719,413.054,74.8416,338.292
823,0,132.491,212.034,895.843,351.405,177.315,908.741,169.876,44.0831,961.627,250.948,28.584,964.596,,,,,,,,,,,,,,,,,,,,,,,,,75.1169,150.233,900.285,42.364,203.55,628.711,42.4882,222.242,479.195,-4.22991,184.367,325.482,387.389,112.598,937.215,417.655,131.193,626.3,400.303,112.895,487.784,415.138,75.9906,337.741
824,0,135.674,211.641,895.912,354.664,177.752,908.838,174.044,43.5661,961.615,254.941,28.4815,964.111,,,,,,,,,,,,,,,,,,,,,,,,,78.4144,149.706,899.92,44.8889,203.675,629.026,44.6161,221.76,479.388,-2.934,184.122,326.206,390.667,112.998,936.654,420.827,132.234,626.046,403.077,114.178,486.885,416.84,77.1446,337.132
825,0,138.75,211.258,896.255,357.733,178.399,908.648,178.143,43.2349,960.386,258.572,28.3656,963.148,,,,,,,,,,,,,,,,,,,,,,,,,81.7011,149.25,900.171,47.298,203.549,629.197,45.6822,221.431,479.203,-1.95931,183.741,326.63,394.124,113.425,936.304,423.736,133.279,625.667,405.547,115.433,486.763,418.567,78.0619,336.305
826,0,141.835,210.964,897.078,360.94,178.69,908.777,181.698,42.8872,961.503,262.537,28.0125,963.034,,,,,,,,,,,,,,,,,,,,,,,,,84.9904,149.011,900.808,49.7183,203.418,629.746,48.1572,220.475,480.448,-0.841213,182.997,327.042,397.484,113.792,936.139,426.514,134.325,625.575,407.607,117.171,486.306,420.085,78.9729,336.109
827,0,144.885,210.827,897.702,364.237,179.071,908.963,184.539,42.8716,961.233,265.78,28.0554,962.222,,,,,,,,,,,,,,,,,,,,,,,,,87.797,148.472,901.468,51.7772,203.201,630.529,49.2665,219.523,480.69,0.428754,182.314,327.99,400.931,113.703,935.391,429.251,135.267,625.094,409.984,118.137,486.122,421.557,79.9232,335.821
828,0,147.731,210.494,898.374,367.205,179.469,909.024,188.425,42.3214,961.5,269.098,28.043,961.81,,,,,,,,,,,,,,,,,,,,,,,,,91.0224,148.29,902.114,53.0719,202.711,631.581,50.6483,218.467,480.954,0.791035,181.12,328.56,403.698,114.043,935.183,431.628,135.823,624.962,412.01,119.279,485.574,422.617,80.7645,335.681
829,0,150.68,210.501,899.237,370.276,179.742,909.311,191.727,42.0102,961.508,272.719,27.874,961.7,,,,,,,,,,,,,,,,,,,,,,,,,93.9879,148.298,902.933,54.7101,202.26,632.114,51.6744,217.007,481.632,1.61513,180.077,328.881,406.625,113.999,934.68,433.968,136.532,624.498,413.709,120.622,485.611,423.897,81.7013,335.933
830,0,153.793,210.443,899.938,373.347,180.084,909.658,194.975,41.7845,961.533,275.744,27.83,961.154,,,,,,,,,,,,,,,,,,,,,,,,,96.6705,148.276,903.166,57.4661,201.26,632.543,52.84,215.198,482.342,2.09728,178.79,329.541,409.749,114.132,934.566,436.384,137.234,624.282,415.465,121.674,485.342,425.251,82.3294,335.679
831,0,156.25,210.507,900.432,376.139,180.581,910.094,197.926,41.8655,960.624,278.917,27.9091,961.052,,,,,,,,,,,,,,,,,,,,,,,,,99.5299,148.215,903.773,57.9361,200.585,633.939,53.5174,213.798,482.666,2.51168,177.534,330.208,412.215,114.17,934.124,438.394,137.682,624.074,417.317,122.451,485.126,425.792,83.3154,335.627
832,0,158.702,210.408,900.43,378.623,181.165,910.306,200.704,41.7252,960.974,281.617,28.1278,960.436,,,,,,,,,,,,,,,,,,,,,,,,,102.062,148.358,904.318,59.3566,199.381,634.394,54.8043,211.649,483.465,3.04972,176.082,330.562,415.038,114.453,933.695,440.397,138.32,623.76,419.066,122.942,484.987,427.077,83.4938,335.337
833,0,161.354,210.652,901.024,381.357,181.681,910.518,203.519,41.8762,960.821,284.527,28.2658,960.134,,,,,,,,,,,,,,,,,,,,,,,,,104.548,148.305,904.502,60.7954,198.179,634.792,55.4118,210.12,483.558,3.55863,174.753,331.125,417.473,114.76,933.337,442.141,138.782,623.608,420.356,123.206,484.718,428.184,83.5949,335.252
834,0,163.439,210.998,901.548,383.776,182.456,910.704,205.732,42.0516,960.381,286.786,28.4775,959.799,,,,,,,,,,,,,,,,,,,,,,,,,106.987,148.287,904.617,62.0696,196.95,635.289,56.5399,208.147,484.296,3.74503,173.19,331.482,419.821,115.512,933.365,444.152,139.126,623.38,421.542,123.646,484.552,429.292,83.5495,334.995
835,0,165.083,211.379,902.221,385.863,183.014,910.642,208.605,41.9797,960.793,289.633,28.7953,959.885,,,,,,,,,,,,,,,,,,,,,,,,,109.129,148.224,904.803,63.4731,195.726,635.461,57.4123,206.575,484.866,4.55771,171.841,332.055,422.407,116.319,933.488,446.064,139.809,623.085,423.304,123.811,484.153,430.073,83.5182,334.755
836,0,167.549,211.646,902.704,388.025,183.629,910.623,210.756,42.3131,960.418,291.899,29.1357,959.407,,,,,,,,,,,,,,,,,,,,,,,,,111.499,148.212,905.041,64.3504,194.404,635.861,58.1337,204.806,484.857,4.85349,170.683,332.298,424.573,116.778,933.038,447.558,140.213,622.801,424.323,123.74,483.95,430.631,83.5986,334.613
837,0,169.212,211.944,903.01,389.918,184.397,910.614,213.195,42.3349,960.38,294.725,29.1906,959.784,,,,,,,,,,,,,,,,,,,,,,,,,113.344,148.22,905.209,65.5107,193.13,635.863,58.8072,203.181,485.385,5.32452,169.457,332.611,426.49,117.6,933.178,449.175,140.726,622.765,425.399,123.902,483.783,431.348,83.6022,334.302
838,0,170.954,212.01,903.169,391.738,184.875,910.79,214.999,42.722,959.837,296.743,29.4263,959.688,,,,,,,,,,,,,,,,,,,,,,,,,115.453,148.124,905.167,66.661,191.868,636.139,59.9943,201.609,485.727,5.72231,168.36,333.001,428.931,118.379,933.252,450.599,141.341,622.617,426.406,124.275,483.699,431.97,83.6526,333.94
839,0,172.731,212.254,903.535,393.668,185.514,910.648,217.47,42.5667,960.032,299.114,29.8451,959.162,,,,,,,,,,,,,,,,,,,,,,,,,117.116,148.09,905.081,68.0074,190.911,635.887,60.467,200.245,485.794,6.31761,167.461,333.309,430.843,118.824,932.92,451.842,141.814,622.285,427.447,124.48,483.651,432.675,83.7239,333.634
840,0,174.956,212.168,903.585,395.531,186.172,910.473,219.32,42.9965,959.43,300.556,30.2251,958.693,,,,,,,,,,,,,,,,,,,,,,,,,118.9,148.057,904.911,70.1309,189.326,635.492,61.6582,199.05,485.986,6.73919,166.593,333.601,432.593,119.257,932.578,453.018,142.48,622.043,428.112,124.822,483.592,433.211,83.8099,333.504
841,0,176.227,212.461,903.953,397.344,186.63,910.516,221.669,42.8691,959.402,302.97,30.3131,958.565,,,,,,,,,,,,,,,,,,,,,,,,,120.703,147.982,904.733,71.764,188.371,635.674,62.1529,197.765,486.421,7.15802,165.861,333.749,434.383,119.72,932.25,453.877,142.837,621.694,429.049,124.704,482.913,433.664,83.8771,333.313
842,0,177.83,212.634,904.18,398.996,187.202,910.526,223.063,43.2863,958.915,304.991,30.4917,958.209,,,,,,,,,,,,,,,,,,,,,,,,,122.144,148.121,904.818,72.5506,187.637,636.047,63.0944,196.889,486.783,7.91901,165.266,334.226,436.172,120.239,932.016,455.276,143.398,621.539,429.803,124.982,482.742,434.106,83.8897,333.238
843,0,179.271,212.628,904.007,400.278,188.019,910.781,224.836,43.2369,958.639,306.381,30.951,957.781,,,,,,,,,,,,,,,,,,,,,,,,,123.87,148.118,904.95,73.5906,186.771,635.976,63.507,195.204,487.181,8.28462,164.523,334.59,437.695,120.893,931.902,456.087,144.069,621.374,430.56,125.356,482.739,434.666,83.9241,333.034
844,0,180.482,213.056,904.553,402.006,188.512,910.63,227.246,43.2097,958.011,308.331,31.2788,957.603,,,,,,,,,,,,,,,,,,,,,,,,,125.303,147.985,905.169,75.0592,186.185,636.644,64.2143,194.735,487.231,8.78457,163.788,334.882,439.485,121.352,931.498,456.982,144.473,621.037,431.154,125.608,482.527,435.181,84.0621,332.742
845,0,181.538,213.136,904.659,403.275,189.018,910.543,228.802,43.3201,958.566,309.874,31.4266,957.369,,,,,,,,,,,,,,,,,,,,,,,,,126.46,148.138,905.114,74.9966,186.02,636.485,64.9445,193.94,487.656,9.20887,163.095,335.147,440.799,121.988,931.158,458.191,145.04,620.981,431.778,125.916,482.346,435.636,84.233,332.523
846,0,182.79,213.175,904.922,404.556,189.798,910.613,230.24,43.5679,958.416,311.734,31.6541,957.375,,,,,,,,,,,,,,,,,,,,,,,,,127.86,148.221,905.397,76.5394,185.746,637.498,65.6695,192.863,487.818,9.66707,162.59,335.445,442.282,122.785,931.288,459.245,145.406,620.725,432.6,126.392,482.292,436.141,84.6193,332.562
847,0,184.078,213.331,905.215,405.709,190.434,910.623,231.468,43.9311,957.508,313.362,32.0382,957.233,,,,,,,,,,,,,,,,,,,,,,,,,129.303,148.365,905.427,77.5057,185.456,637.627,66.1808,192.227,487.917,10.179,162.139,335.636,443.373,123.269,931.189,460.193,145.762,620.375,433.725,127.143,482.21,435.751,85.5892,332.627
848,0,184.976,213.455,905.323,406.598,190.898,910.707,232.928,43.7854,958.029,314.79,32.149,957.227,,,,,,,,,,,,,,,,,,,,,,,,,130.311,148.504,905.298,78.3028,185.241,637.608,66.7503,191.721,488.044,10.3068,161.649,335.718,444.782,123.973,931.339,461.558,146.495,620.496,434.427,127.475,482.078,436.715,85.7695,332.407
849,0,185.866,213.511,905.374,408.018,191.606,910.768,234.336,43.9058,958.033,315.868,32.5889,956.656,,,,,,,,,,,,,,,,,,,,,,,,,131.258,148.54,905.355,79.1291,185.106,637.715,67.6269,190.96,488.408,10.7755,161.177,335.967,445.759,124.464,931.118,462.255,147.156,620.397,435.159,127.878,481.96,437.18,86.1136,332.286
850,0,187.271,213.714,905.897,408.958,192.106,910.757,235.55,43.9846,958.158,316.983,33.0345,956.223,,,,,,,,,,,,,,,,,,,,,,,,,132.425,148.604,905.43,80.1128,184.917,637.847,68.2998,190.203,488.43,11.179,160.741,336.467,446.955,125.268,930.994,462.864,147.721,620.189,435.994,128.475,481.967,437.509,86.447,332.195
851,0,188.238,213.965,906.475,410.195,192.914,910.977,236.875,43.9722,957.946,318.585,33.139,956.193,,,,,,,,,,,,,,,,,,,,,,,,,133.482,148.472,905.618,81.0863,184.54,637.999,68.6674,189.677,488.447,11.5148,160.273,336.707,447.997,125.803,930.787,463.625,148.587,620.314,436.66,128.914,481.774,437.979,86.7863,332.029
852,0,188.656,213.918,906.528,410.799,193.641,911.065,238.492,43.912,957.469,320.258,33.4207,956.292,,,,,,,,,,,,,,,,,,,,,,,,,134.319,148.468,905.999,81.8057,184.369,638.085,69.133,189.036,488.818,12.0692,159.91,337.099,448.86,126.494,930.565,464.548,149.15,620.194,437.013,129.123,481.524,438.5,87.1021,331.93
853,0,188.977,213.813,906.711,411.363,194.133,910.875,239.349,44.2289,956.841,321.102,33.8441,955.929,,,,,,,,,,,,,,,,,,,,,,,,,134.909,148.33,906.221,82.3659,184.082,638.159,69.6502,188.289,488.945,12.1711,159.254,337.129,450.065,127.144,930.207,465.086,149.656,619.886,437.51,129.512,481.25,438.912,87.2527,331.875
